"Ref.","Nombre","","Impuesto","Costo","Precio","Precio + Imp."
"CEF 500","Cefuroxima 500mg c/10 tab ","","Excento de ","$137.96 ","$297.00 ","$297.00 "
"CEFA ","Cefuroxima Sup. 125mg/5ml ","","Excento de ","$56.25 ","$115.00 ","$115.00 "
"CEFAG ","Cefuroxima Susp. 250mg/5ml ","","Excento de ","$78.75 ","$199.00 ","$199.00 "
"CEFAGE","CEFUROXIMA TABLETAS ","","Excento de ","$65.01 ","$80.00 ","$80.00 "
"KENOFL","Ciprofloxacino 250mg 12tbs","","Excento de ","$23.15 ","$48.00 ","$48.00 "
"X-ZIN ","Ciprofloxacino 250mg c/12 ","","Excento de ","$16.82 ","$33.00 ","$33.00 "
"X-ZIN ","Ciprofloxacino 500mg c/12","","Excento de ","$25.57 ","$60.00 ","$60.00 "
"FLUXA ","Ciprofloxacino 500mg c/14 ","","Excento de ","$31.71 ","$70.00 ","$70.00 "
"KENZO","Ciprofloxacino Gotas Oft ","","Excento de ","$24.73 ","$40.00 ","$40.00 "
"Z-XIN ","Ciprofloxacino TABLETAS ","","Excento de ","$13.96 ","$30.00 ","$30.00 "
"VIFLOXI","Ciprofloxacino TABLETAS ","","Excento de ","$13.37 ","$30.00 ","$30.00 "
"KLA 250","Claritrimicina 250mg c/10 tab ","","Excento de ","$51.69 ","$112.00 ","$112.00 "
"KROB ","Claritromicina 125mg/5ml ","","Excento de ","$63.35 ","$149.00 ","$149.00 "
"doycru ","CLARITROMICINA 250MG ","","Excento de ","$49.01 ","$88.00 ","$88.00 "
"KLA 500","Claritromicina 500mg c/10 tab ","","Excento de ","$64.70 ","$140.00 ","$140.00 "
"KROB","Claritromicina Susp. ","","Excento de ","$93.28 ","$200.00 ","$200.00 "
"CLIN ","Clinadamicina 600mg/4ml ","","Excento de ","$86.71 ","$165.00 ","$165.00 "
"CLIN ","Clindamicina 300mg c/16 ","","Excento de ","$42.25 ","$89.00 ","$89.00 "
"CLINDA ","CLINDAMICINA 300MG C/16 ","","Excento de ","$42.87 ","$95.00 ","$95.00 "
"INDACIL","Clindamicina 300mg c/16 ","","Excento de ","$52.92 ","$114.00 ","$114.00 "
"FOSHL","Clindamicina 300mg c/16 ","","Excento de ","$39.38 ","$80.00 ","$80.00 "
"CIGMA","Clindamicina 300mg c/16 ","","Excento de ","$53.13 ","$110.00 ","$110.00 "
"KLAMO","Clindamicina CAPSULAS ","","Excento de ","$39.26 ","$80.00 ","$80.00 "
"DALAC","Clindamicina Gel 1% c/3g ","","Excento de ","$29.51 ","$64.00 ","$64.00 "
"CLIN ","Clindamicina INYECTABLE ","","Excento de ","$10.84 ","$22.00 ","$22.00 "
"CLORA","Cloranfenicol Gotas ","","Excento de ","$55.78 ","$111.00 ","$111.00 "
"BLENDO","Clorfenamina 50mg/100ml ","","Excento de ","$19.70 ","$40.00 ","$40.00 "
"AMIFARI","Dicloxaciclina SUSPENSION ","","Excento de ","$19.68 ","$42.00 ","$42.00 "
"DICLOX","DICLOXACILINA 500 MG ","","Excento de ","$0.00 ","$55.00 ","$55.00 "
"DICL T","Dicloxacilina 500mg c/20 ","","Excento de ","$47.18 ","$95.00 ","$95.00 "
"BUTIMA","Dicloxacilina 500mg c/20 ","","Excento de ","$43.78 ","$88.00 ","$88.00 "
"DICLOX","Dicloxacilina 500mg c/20 ","","Excento de ","$24.62 ","$70.00 ","$70.00 "
"DICLOX","Dicloxacilina capsulas 500mg","","Excento de ","$34.46 ","$70.00 ","$70.00 "
"AMIFARI","DICLOXACILINA CAPSULAS ","","Excento de ","$35.54 ","$65.00 ","$65.00 "
"DICLOX","Dicloxacilina CÁPSULAS ","","Excento de ","$32.63 ","$70.00 ","$70.00 "
"COXACL","Dicloxacilina CAPSULAS ","","Excento de ","$53.55 ","$115.00 ","$115.00 "
"ORMOP","Dicloxacilina CÁPSULAS ","","Excento de ","$49.93 ","$105.00 ","$105.00 "
"DIC ","Dicloxacilina susp. ","","Excento de ","$20.37 ","$45.00 ","$45.00 "
"BUTIMA","DICLOXACILINA ","","Excento de ","$18.17 ","$40.00 ","$40.00 "
"ORMOP","DICLOXACILINA ","","Excento de ","$33.12 ","$63.00 ","$63.00 "
"ROXID","Doxiciclina 100mg c/10 caps","","Excento de ","$29.00 ","$65.00 ","$65.00 "
"DOXICI","Doxiciclina 100mg c/10 caps ","","Excento de ","$32.50 ","$70.00 ","$70.00 "
"PERIOS","Doxiciclina Caps 100mg c/10 ","","Excento de ","$26.88 ","$70.00 ","$70.00 "
"ERITRO","Eritromicina 250mg Susp ","","Excento de ","$41.82 ","$92.00 ","$92.00 "
"LANT","Eritromicina 500mg c/20 tab","","Excento de ","$33.63 ","$65.00 ","$65.00 "
"TROPH","Eritromicina 500mg c/20 tab ","","Excento de ","$50.00 ","$105.00 ","$105.00 "
"ERITRO","ERITROMICINA 500MG C/20 ","","Excento de ","$48.30 ","$104.00 ","$104.00 "
"BIOE","Eritromicina Susp. ","","Excento de ","$56.32 ","$100.00 ","$100.00 "
"ERITRO ","Eritromicina Suspension ","","Excento de ","$33.85 ","$69.00 ","$69.00 "
"ERITRO","Eritromicina Suspension ","","Excento de ","$44.70 ","$90.00 ","$90.00 "
"IQFAMIC","ERITROMICINA ","","Excento de ","$32.53 ","$70.00 ","$70.00 "
"ERITRO ","ERITROMICINA ","","Excento de ","$51.58 ","$98.00 ","$98.00 "
"ERITRO","Eritromicina Suspension ","","Excento de ","$80.75 ","$170.00 ","$170.00 "
"GENK","Gentamicina 160mg/2ml ","","Excento de ","$51.83 ","$113.00 ","$113.00 "
"GUAYA ","Guayatetra Adulto c/3 amp","","Excento de ","$76.96 ","$126.00 ","$126.00 "
"GUAY ","GUAYATETRA ","","Excento de ","$59.03 ","$105.00 ","$105.00 "
"GUAY 1","Guayatetra Sol. Iny c/1 amp","","Excento de ","$24.22 ","$45.00 ","$45.00 "
"MI-KE ","Ketoconazol crema 2g ","","Excento de ","$26.09 ","$47.00 ","$47.00 "
"LAUR ","LAUR INFANTIL SOL. ","","Excento de ","$62.10 ","$130.00 ","$130.00 "
"SOLO","Levofloxacino 500mg c/7 tab","","Excento de ","$37.63 ","$85.00 ","$85.00 "
"LEVO ","LEVOFLOXACINO 500MG ","","Excento de ","$31.68 ","$75.00 ","$75.00 "
"SIBOFIX ","LEVOFLOXACINO 750 MG ","","Excento de ","$48.50 ","$120.00 ","$120.00 "
"VALULE","Levofloxacino TABLETAS ","","Excento de ","$40.09 ","$80.00 ","$80.00 "
"LINCO ","Lincomicina 600mg Sol. Iny ","","Excento de ","$45.30 ","$95.00 ","$95.00 "
"LINCOV","Lincomicina sol 600mg/2ml c ","","Excento de ","$32.32 ","$65.00 ","$65.00 "
"MESSE","Metronidazol 500mg c/20 tab","","Excento de ","$13.00 ","$25.00 ","$25.00 "
"MESSEL ","Metronidazol 500mg c/30 tab","","Excento de ","$16.80 ","$35.00 ","$35.00 "
"ELYZOL","Metronidazol susp. ","","Excento de ","$23.83 ","$45.00 ","$45.00 "
"LAMB S","Metronidazol Susp. 5g/100ml ","","Excento de ","$20.09 ","$44.00 ","$44.00 "
"LAMBLI","Metronidazol Suspension ","","Excento de ","$14.26 ","$30.00 ","$30.00 "
"METRO","METRONIDAZOL ","","Excento de ","$16.31 ","$35.00 ","$35.00 "
"METRO","METRONIDAZOL ","","Excento de ","$16.80 ","$35.00 ","$35.00 "
"MECON","METRONIDAZOL/MICONAZ","","Excento de ","$172.19 ","$372.00 ","$372.00 "
"SULN","Neomicina/ Polimixina B/ ","","Excento de ","$19.74 ","$33.00 ","$33.00 "
"NITR","Nitrofurantoina 100mg c/12 ","","Excento de ","$25.10 ","$45.00 ","$45.00 "
"MACRO","Nitrofurantoina 100mg c/40 ","","Excento de ","$66.21 ","$145.00 ","$145.00 "
"NORQU","Norfloxacino 400mg c/20 tab ","","Excento de ","$45.82 ","$85.00 ","$85.00 "
"NORFLE","Norfloxacino/Fenazopiridina ","","Excento de ","$53.81 ","$98.00 ","$98.00 "
"RIXI","Ofloxacino 400mg c/8 tab","","Excento de ","$34.09 ","$70.00 ","$70.00 "
"FLOSEP","Ofloxacino 400mg c/8 tab ","","Excento de ","$26.73 ","$70.00 ","$70.00 "
"PENDIB","PENDIBEN COMPUESTO/ ","","Excento de ","$20.53 ","$40.00 ","$40.00 "
"UROVE","Tetraccilcina/fenazopiridina/s","","Excento de ","$61.87 ","$110.00 ","$110.00 "
"BATER","Trimetoprim/ Sulfametoxazol ","","Excento de ","$13.00 ","$35.00 ","$35.00 "
"BACT F","Trimetoprim/Sulfametoxazol ","","Excento de ","$20.00 ","$43.00 ","$43.00 "
"SULFA","Trimetoprim/Sulfametoxazol ","","Excento de ","$10.89 ","$26.00 ","$26.00 "
"ORMOP","Trimetoprim/Sulfametoxazol ","","Excento de ","$10.26 ","$25.00 ","$25.00 "
"BACT","Trimetoprim/Sulfametoxazol ","","Excento de ","$20.00 ","$43.00 ","$43.00 "
"BACT ","Trimetoprim/Sulfametoxazol ","","Excento de ","$23.31 ","$60.00 ","$60.00 "
"BACT ","Trimetoprim/Sulfametoxazol ","","Excento de ","$30.00 ","$60.00 ","$60.00 "
"OCTIBA","Trimetoprima/Sulfametoxazol ","","Excento de ","$18.36 ","$47.00 ","$47.00 "
"BACTR","TRIMETOPRIMA/SULFAMET","","Excento de ","$20.58 ","$40.00 ","$40.00 "
"SOLTRI","Trimetoprima/Sulfametoxazol ","","Excento de ","$13.03 ","$25.00 ","$25.00 "
"BEADVA","Trimetoprima/Sulfametoxazol ","","Excento de ","$12.57 ","$50.00 ","$50.00 "
"SOLTRI","Trimetoprima/Sulfametoxazol ","","Excento de ","$17.69 ","$32.00 ","$32.00 "
"BATERA","Trimetorpima/Sulfametoxazol ","","Excento de ","$20.55 ","$45.00 ","$45.00 "
"VALCLA","VALCLAN ","","Excento de ","$32.55 ","$68.00 ","$68.00 "
"DIVIL","Algesterona/Estradiol ","","Excento de ","$35.70 ","$82.00 ","$82.00 "
"PERLU","Algestona/ Estradiol ","","Excento de ","$37.52 ","$75.00 ","$75.00 "
"M ","Condon M FORCE MULTI-O","","Excento de ","$69.00 ","$78.00 ","$78.00 "
"PRUD ","Condon PRUDENCE ","","Excento de ","$8.13 ","$14.00 ","$14.00 "
"PRUD ","Condondes PRUDENCE ","","Excento de ","$37.03 ","$47.00 ","$47.00 "
"PRUDE","Condones PRUDENCE ","","Excento de ","$23.80 ","$40.00 ","$40.00 "
"PRUD ","Condones PRUDENCE ","","Excento de ","$37.03 ","$47.00 ","$47.00 "
"PRU CL","Condones PRUDENCE ","","Excento de ","$35.55 ","$60.00 ","$60.00 "
"PRUD ","Condones PRUDENCE ","","Excento de ","$37.04 ","$47.00 ","$47.00 "
"PRUDE","Condones PRUDENCE HOT ","","Excento de ","$38.67 ","$50.00 ","$50.00 "
"PRUD M","Condones PRUDENCE ","","Excento de ","$30.90 ","$45.00 ","$45.00 "
"PRUDE","Condones PRUDENCE MIX ","","Excento de ","$48.15 ","$61.00 ","$61.00 "
"PRUD ","Condones PRUDENCE ","","Excento de ","$30.50 ","$45.00 ","$45.00 "
"SICO ","Condones SICO Safety Feel ","","Excento de ","$55.49 ","$69.00 ","$69.00 "
"TROJ ","Condones Trojan CLASICO ","","Excento de ","$43.00 ","$63.00 ","$63.00 "
"TROJ  ","Condones Trojan ECSTASY ","","Excento de ","$55.70 ","$70.00 ","$70.00 "
"TROJ ","Condones Trojan PIEL ","","Excento de ","$61.12 ","$77.00 ","$77.00 "
"DIU","Dispositivo Intraiterino TCu ","","Excento de ","$94.67 ","$199.00 ","$199.00 "
"POSTDA","Levonogestrel 0.75 mg c/2 ","","Excento de ","$42.00 ","$90.00 ","$90.00 "
"SILOG","Levonogestrel 0.75mg c/2 tab ","","Excento de ","$32.52 ","$65.00 ","$65.00 "
"LEVON","LEVONOGESTREL 1.5MG ","","Excento de ","$21.67 ","$70.00 ","$70.00 "
"LEV- ","Levonogestrel/ Estradiol 0.15","","Excento de ","$25.63 ","$55.00 ","$55.00 "
"LEV-","Levonogestrel/Estradiol c/28 ","","Excento de ","$23.38 ","$53.00 ","$53.00 "
"MICROG","Levonorgestrel/Etinilestradiol ","","Excento de ","$249.54 ","$285.00 ","$285.00 "
"M FORC ","M Force Texturizado c/3","","Excento de ","$63.70 ","$79.00 ","$79.00 "
"PREGA","Pregabalina CAPSULAS ","","Excento de ","$66.31 ","$135.00 ","$135.00 "
"TRANKI","Valproato de Magnesio ","","Excento de ","$63.74 ","$140.00 ","$140.00 "
"DIAL ","DIALGIN SUSPENCIÓN ","","Excento de ","$36.14 ","$78.00 ","$78.00 "
"EXOFU","Furazolidona/Caolin/Pectina ","","Excento de ","$27.85 ","$70.00 ","$70.00 "
"KAOPE","KAOPECTATE C/20 TAB","","Excento de ","$105.11 ","$130.00 ","$130.00 "
"DILOS","Loperamida 2mg c/12 tab","","Excento de ","$15.01 ","$38.00 ","$38.00 "
"DIPERA ","Loperamida TABLETAS 2mg ","","Excento de ","$8.73 ","$20.00 ","$20.00 "
"EXCLEF","Loperamida TABLETAS 2mg ","","Excento de ","$9.44 ","$30.00 ","$30.00 "
"DILOST","Loperamida TABLETAS 2mg ","","Excento de ","$8.02 ","$38.00 ","$38.00 "
"NEOK - ","Neomicina/ Caolin/ Pectina ","","Excento de ","$30.00 ","$65.00 ","$65.00 "
"NEOK T","Neomicina/Caolin/Pectina ","","Excento de ","$53.59 ","$90.00 ","$90.00 "
"OPTAZO","NEOMICINA/CAOLIN/PECTI","","Excento de ","$48.27 ","$95.00 ","$95.00 "
"NINEKA","Neomicina/Caolin/Pectina ","","Excento de ","$27.01 ","$55.00 ","$55.00 "
"NINEK ","Neomicina/Caolin/Pectina ","","Excento de ","$47.55 ","$100.00 ","$100.00 "
"PEPTO ","PEPTO BISMOL ","","Excento de ","$140.89 ","$176.00 ","$176.00 "
"PEPTO ","PEPTO BISMOL TBS C/6 ","","Excento de ","$3.27 ","$20.00 ","$20.00 "
"DACALF","Subsalicilato de bismuto ","","Excento de ","$32.26 ","$64.00 ","$64.00 "
"TREDA","Treda suspension 75ml ","","Excento de ","$141.97 ","$177.00 ","$177.00 "
"TREDA ","TREDA TABLETAS ","","Excento de ","$115.00 ","$160.00 ","$160.00 "
"TREDA ","TREDA TABLETAS C/30","","Excento de ","$147.10 ","$170.00 ","$170.00 "
"VOM ","Dimenhidrato 50mg c/20 tab ","","Excento de ","$38.08 ","$82.00 ","$82.00 "
"VOM GT","Dimenhidrinato 25mg/ml ","","Excento de ","$42.45 ","$93.00 ","$93.00 "
"VOM ","Dimenhidritato 50mg/1ml Sol. ","","Excento de ","$34.99 ","$80.00 ","$80.00 "
"DRAMA ","Dramamine50mg c/24 tab","","Excento de ","$6.22 ","$10.00 ","$10.00 "
"ERIS ","Loratadina/betametazona Tbs ","","Excento de ","$12.60 ","$35.00 ","$35.00 "
"GRALO","MAGALDRATO ","","Excento de ","$62.14 ","$110.00 ","$110.00 "
"MECL ","Meclizina/ Piridoxina ","","Excento de ","$22.04 ","$47.00 ","$47.00 "
"VO-REM","Meclizina/Piridoxina 25/50mg ","","Excento de ","$27.20 ","$50.00 ","$50.00 "
"BON ","Meclizina/Piridoxina Gotas ","","Excento de ","$17.92 ","$38.00 ","$38.00 "
"VO-RE","Meclizina/Piridoxina Sol ","","Excento de ","$41.35 ","$65.00 ","$65.00 "
"MECL ","Meclozina/ Piridoxina Gotas ","","Excento de ","$20.58 ","$45.00 ","$45.00 "
"BON INY","Meclozina/Piridoxina/Lidocain","","Excento de ","$11.76 ","$25.00 ","$25.00 "
"CONY","Metoclopramida 10mg c/20 ","","Excento de ","$7.06 ","$22.00 ","$22.00 "
"DIRPA","Metoclopramida 10mg c/20 ","","Excento de ","$7.80 ","$18.00 ","$18.00 "
"CIRU","Metoclopramida Gtas. ","","Excento de ","$15.00 ","$29.00 ","$29.00 "
"METO ","Metoclopramida Sol. Iny. ","","Excento de ","$13.24 ","$30.00 ","$30.00 "
"VILK ","ONDANSETRÓN TABLETAS ","","Excento de ","$54.04 ","$115.00 ","$115.00 "
"ACIDO ","Ácido Acórbico ","","Excento de ","$59.01 ","$138.00 ","$138.00 "
"ADRIPH","Acido ascorbico 2G c/10 ","","Excento de ","$84.99 ","$160.00 ","$160.00 "
"BIOBUL","Acido ascorbico tabletas ","","Excento de ","$46.20 ","$110.00 ","$110.00 "
"OXITAL-","Acido Ascorbico/Zinc TBS ","","Excento de ","$72.52 ","$156.00 ","$156.00 "
"AGRI","AGRIFEN C/10 TAB","","Excento de ","$24.90 ","$32.00 ","$32.00 "
"AGRIF ","Agrifen c/15 t6ab","","Excento de ","$13.67 ","$25.00 ","$25.00 "
"AFRIFE","Agrifen Noche TABLETAS ","","Excento de ","$18.50 ","$31.00 ","$31.00 "
"ALK ","Alka-Setzer BOOST C/U","","Excento de ","$3.21 ","$5.00 ","$5.00 "
"AMPIGR ","Amantadina/Clorfenamina/Pa","","Excento de ","$30.58 ","$60.00 ","$60.00 "
"AMANT","Amantadina/clorfenamina/par","","Excento de ","$28.60 ","$58.00 ","$58.00 "
"ROSEL ","Amantadina/Clorfenamina/Pa","","Excento de ","$29.02 ","$63.00 ","$63.00 "
"BREALI","Amantadina/Clorfenamina/Pa","","Excento de ","$17.73 ","$36.00 ","$36.00 "
"AMPIG","Amantadina/Clorfenamina/Pa","","Excento de ","$34.06 ","$64.00 ","$64.00 "
"FAYRUS ","Amantadina/Clorfenamina/Pr","","Excento de ","$20.19 ","$40.00 ","$40.00 "
"GRIST","Ambroxol/ Loratadina ","","Excento de ","$13.74 ","$28.00 ","$28.00 "
"LOV EX ","Ambroxol/Loratadina Jar ","","Excento de ","$30.30 ","$65.00 ","$65.00 "
"AMPI TA","AMPIGRIM PFC TAB C/24 ","","Excento de ","$30.08 ","$49.00 ","$49.00 "
"ANTIFL ","Antifludes Capsulas c/24 cap","","Excento de ","$139.66 ","$175.00 ","$175.00 "
"ANTIF ","Antifludes JR.  INFANTIL ","","Excento de ","$124.15 ","$155.00 ","$155.00 "
"ANTIF ","Antifludes Pediatrico c/30 ml","","Excento de ","$135.61 ","$170.00 ","$170.00 "
"CAPSIF","CAPSIFLU CÁPSULAS ","","Excento de ","$23.00 ","$40.00 ","$40.00 "
"CK-2","Clorfenamina compuesta  ","","Excento de ","$16.65 ","$32.00 ","$32.00 "
"BIOFLU","Clorfenamina Compuesta ","","Excento de ","$7.43 ","$14.00 ","$14.00 "
"KY6","Clorfenamina Compuesta ","","Excento de ","$10.77 ","$22.00 ","$22.00 "
"MASF","Clorfenamina Compuesta ","","Excento de ","$13.71 ","$28.00 ","$28.00 "
"FENIBR","CLORFENAMINA ","","Excento de ","$10.40 ","$23.00 ","$23.00 "
"DEGRI","Clorfenamina/Fenielfrina/Para","","Excento de ","$18.30 ","$30.00 ","$30.00 "
"CONTA","Contac Ultra 500mg c/12 tab","","Excento de ","$19.22 ","$45.00 ","$45.00 "
"DESENF ","DESENFRIOL D C/ 2 TAB","","Excento de ","$2.00 ","$7.00 ","$7.00 "
"DESENf  ","Desenfriol D Tabletas c/30 ","","Excento de ","$32.00 ","$50.00 ","$50.00 "
"DESENF","Desenfriol-ito TABLETAS c/6 ","","Excento de ","$16.30 ","$20.00 ","$20.00 "
"DESEN ","Desenfriol-lito  Clorfenamina/ ","","Excento de ","$69.56 ","$90.00 ","$90.00 "
"DESE-","Desenfriolito Gotas ","","Excento de ","$60.88 ","$80.00 ","$80.00 "
"DESEN-","Desenfriolito-PLUS Tabletas ","","Excento de ","$30.50 ","$47.00 ","$47.00 "
"DESENF","DESNFRIOL D TABLETAS ","","Excento de ","$55.40 ","$75.00 ","$75.00 "
"EXALIV ","EXALIV TABLETAS C/24 ","","Excento de ","$20.79 ","$42.00 ","$42.00 "
"EXALVE","EXALVER TABLETAS C/10 ","","Excento de ","$11.05 ","$25.00 ","$25.00 "
"LAR D ","Fenilefrina/Loratadina ","","Excento de ","$40.95 ","$88.00 ","$88.00 "
"FEXOFF","FEXOFENADINA ","","Excento de ","$42.58 ","$95.00 ","$95.00 "
"GENTIL ","Gentil AD comprimidos adulto ","","Excento de ","$15.20 ","$20.00 ","$20.00 "
"GRIP","GRIPSON ","","Excento de ","$18.09 ","$35.00 ","$35.00 "
"EXL ","Guaifenesina/Fenilefrina/Dext","","Excento de ","$17.50 ","$30.00 ","$30.00 "
"EXL INF","Guaifenesina/Fenilefrina/Dext","","Excento de ","$25.46 ","$42.00 ","$42.00 "
"LARIT ","Laritol G Granulado c/6 sobre ","","Excento de ","$25.45 ","$45.00 ","$45.00 "
"LAR G","Laritol G Pediatrico 120ml ","","Excento de ","$19.50 ","$40.00 ","$40.00 "
"GRISTA","LORATADINA/ AMBROXOL   ","","Excento de ","$16.01 ","$32.00 ","$32.00 "
"LARI EX ","Loratadina/ Ambroxol Jarabe ","","Excento de ","$25.94 ","$50.00 ","$50.00 "
"LAR T","Loratadina/Ambroxol ","","Excento de ","$27.72 ","$52.00 ","$52.00 "
"LAR EX ","Loratadina/Ambroxol Sol. ","","Excento de ","$16.60 ","$33.00 ","$33.00 "
"LAR D S","Loratadina/fenilefrina ","","Excento de ","$46.66 ","$95.00 ","$95.00 "
"AMBRO","MUCOANGIN","","Excento de ","$117.37 ","$147.00 ","$147.00 "
"NEXT 20","Next c/20 TAB","","Excento de ","$29.50 ","$48.00 ","$48.00 "
"NEXT","NEXT TABLETAS C/10 TAB","","Excento de ","$37.11 ","$47.00 ","$47.00 "
"FEBRIN","Paracetamol/cafeina/fenilefrin","","Excento de ","$12.60 ","$35.00 ","$35.00 "
"LM6 ","Paracetamol/clorfenamina ","","Excento de ","$57.90 ","$85.00 ","$85.00 "
"EVALVE","Paracetamol/dextrometorfano","","Excento de ","$16.90 ","$33.00 ","$33.00 "
"EXA ","Paracetamol/Fenilefrina/Clorf","","Excento de ","$12.35 ","$30.00 ","$30.00 "
"LADEX","Paracetamol/Loratadina/Dextr","","Excento de ","$23.02 ","$50.00 ","$50.00 "
"RSOEL ","Rosel Pediatrico SOLUCIÓN ","","Excento de ","$35.76 ","$77.00 ","$77.00 "
"ROSEL ","Rosel Solucion INFANTIL ","","Excento de ","$35.94 ","$77.00 ","$77.00 "
"ROS T","ROSEL T ","","Excento de ","$21.07 ","$45.00 ","$45.00 "
"SEDALM","Sedalmerck C/20 TABLETAS","","Excento de ","$77.71 ","$98.00 ","$98.00 "
"TAB ","TABCIN ACTIVE C/12 ","","Excento de ","$68.75 ","$86.00 ","$86.00 "
"TAB A","Tabcin AZUL cada/ Tableta","","Excento de ","$1.96 ","$3.00 ","$3.00 "
"TABCIN ","TABCIN DIA CAPSULAS ","","Excento de ","$57.00 ","$75.00 ","$75.00 "
"TABC","TABCIN EFERVESCENTE ","","Excento de ","$37.40 ","$46.00 ","$46.00 "
"TAB ","TABCIN NOCHE   C/12 ","","Excento de ","$58.20 ","$75.00 ","$75.00 "
"TABCIN ","Tabcin Noche CAPSULAS ","","Excento de ","$68.25 ","$86.00 ","$86.00 "
"TAB R","Tabcin ROJO  C/ Tableta","","Excento de ","$2.04 ","$5.00 ","$5.00 "
"THERAF","THERAFLU TD DIA SABOR ","","Excento de ","$16.46 ","$22.00 ","$22.00 "
"VICK P","Vick Pyrena MIEL Y LIMON ","","Excento de ","$16.88 ","$189.00 ","$189.00 "
"CBOOS","VITAMINA C SOBRES SIN ","","Excento de ","$79.82 ","$130.00 ","$130.00 "
"XL ","XL-3 ANTIGRIPAL","","Excento de ","$18.20 ","$24.00 ","$24.00 "
"XL-VR","XL-3 VR C/24 tab","","Excento de ","$108.13 ","$135.00 ","$135.00 "
"XL-3 ","XL-3 XTRA C/12 CAPS","","Excento de ","$64.01 ","$80.00 ","$80.00 "
"NABLOD","AMLODIPINO 5MG C/10TAB","","Excento de ","$17.33 ","$38.00 ","$38.00 "
"NABLOD","AMLODIPINO 5MG ","","Excento de ","$30.96 ","$65.00 ","$65.00 "
"COLLIP","Atorvastatina 40mg ","","Excento de ","$37.02 ","$75.00 ","$75.00 "
"DYLAXY","Atorvastatina TABLETAS ","","Excento de ","$39.42 ","$85.00 ","$85.00 "
"ALTIV ","Captopril 25mg c/30 tab","","Excento de ","$13.19 ","$43.00 ","$43.00 "
"ALTIVE","Captopril TABLETAS 50mg ","","Excento de ","$34.96 ","$70.00 ","$70.00 "
"CAPT-","Captopril/hidroclorotiazida ","","Excento de ","$30.87 ","$65.00 ","$65.00 "
"ENALA","Enalapril 10mg c/30 tab ","","Excento de ","$7.70 ","$30.00 ","$30.00 "
"PRIMAZ","ENALAPRIL 10MG C/30 ","","Excento de ","$20.60 ","$42.00 ","$42.00 "
"ENAL ","ENALAPRIL TABLETAS ","","Excento de ","$11.92 ","$25.00 ","$25.00 "
"IRBE ","IRBESARTAN 300MG  C28 ","","Excento de ","$161.74 ","$180.00 ","$180.00 "
"IRBESA","Irbesartan TABLETAS ","","Excento de ","$85.70 ","$165.00 ","$165.00 "
"IRBE ","Irbesartan TABLETAS 300mg ","","Excento de ","$77.41 ","$166.00 ","$166.00 "
"PUNAB ","LOSARTAN 100MG ","","Excento de ","$19.73 ","$45.00 ","$45.00 "
"PUNAB ","Losartan TABLETAS 50mg ","","Excento de ","$20.42 ","$42.00 ","$42.00 "
"LOSAR/","Losartan/Hidroclorotiazida ","","Excento de ","$35.13 ","$76.00 ","$76.00 "
"METOP","METOPROLOL 100MG C/20","","Excento de ","$16.96 ","$38.00 ","$38.00 "
"GELPRI","Nifedipino CAPSULAS 10mg ","","Excento de ","$19.88 ","$43.00 ","$43.00 "
"PROCH","PROPRANOLOL 40MG C/30 ","","Excento de ","$23.07 ","$50.00 ","$50.00 "
"NATRAZ","TELMISARTAN 40 MG ","","Excento de ","$52.83 ","$106.00 ","$106.00 "
"TELMIS","TELMISARTAN 80MG C/14 ","","Excento de ","$51.80 ","$110.00 ","$110.00 "
"TELMIS","TELMISARTAN 80MG C/28 ","","Excento de ","$79.00 ","$160.00 ","$160.00 "
"TELMIS","Telmisartan TABLETAS ","","Excento de ","$48.28 ","$85.00 ","$85.00 "
"TELMIS","Telmisatan/Hidroclorotiazida ","","Excento de ","$124.38 ","$225.00 ","$225.00 "
"SVSLRA","Valsartan COMPRIMIDOS ","","Excento de ","$81.93 ","$165.00 ","$165.00 "
"ALDIFE","ALFIDEX COMPRIMIDOS ","","Excento de ","$68.98 ","$140.00 ","$140.00 "
"BRONA","Ambroxol/loratadina Gotas ","","Excento de ","$26.67 ","$52.00 ","$52.00 "
"AVAPEN","AVAPENA SOL ","","Excento de ","$53.07 ","$95.00 ","$95.00 "
"CET","Cetirizina 10 mg c/10 tab","","Excento de ","$40.30 ","$88.00 ","$88.00 "
"CET ","Cetirizina Sol. 100mg/100ml ","","Excento de ","$63.01 ","$135.00 ","$135.00 "
"RETIR","Cetirizina sup. 100mg/100ml ","","Excento de ","$47.12 ","$95.00 ","$95.00 "
"RAAMCI","CETIRIZINA TABLETAS ","","Excento de ","$24.32 ","$55.00 ","$55.00 "
"CINARIZ","Cinarizina TABLETAS 75mg ","","Excento de ","$35.76 ","$70.00 ","$70.00 "
"BLEND","Clorfenamina 4mg c/20 tab","","Excento de ","$16.76 ","$28.00 ","$28.00 "
"DOCSI ","Clorfenamina JARABE ","","Excento de ","$13.30 ","$30.00 ","$30.00 "
"DERIM","Clorfenamina Jarabe ","","Excento de ","$12.25 ","$23.00 ","$23.00 "
"BENN","Derloratadina Solucion ","","Excento de ","$38.50 ","$81.00 ","$81.00 "
"DEGOR","Desloratadina 50mg/100ml ","","Excento de ","$22.39 ","$46.00 ","$46.00 "
"SELEC","Desloratadina 5mg c/10 tab","","Excento de ","$23.95 ","$60.00 ","$60.00 "
